"rest_id","phrase","pro_con","aspect_type","score"
252,"Server was great","+","U",6
252,"The decor was "" grimy chic","+","U",5
252,"The food is good quality, everything is fresh","+","U",8
252,"The salad was fine, good dressing","+","U",10
252,"This place is alright","+","U",1
252,"This restaurant is a great place","+","U",7
253,"Broths are really excellent here","+","U",9
253,"Food was excellent","+","U",1
253,"It's clean and modern with booths and tables that can accomodate large or intimate groups","+","U",7
253,"Malaysian satay soup was really delicious whlie my friend's choice of chinese herbal","+","U",1
253,"Malaysian something but it was good","+","U",8
253,"Staff was very accomodating","+","U",6
253,"The food is top-notch, especially the fresh seafood","+","U",10
253,"The service has always been good and attentive","+","U",5
253,"Tomyum broth was spicy goodness","+","U",1
253,"Veggie platter is awesome","+","U",1
254,"Flavors were most robust","+","U",10
254,"It's a great atmosphere candle light and bare walls","+","U",1
254,"Lobster was undercooked","+","U",1
254,"Mussels appetizer was fabuloso, really wonderful","+","U",9
254,"Potatoes in the raclette were dry","+","U",1
254,"Salads are always great","+","U",8
254,"Service left something","+","U",5
254,"The atmosphere is hip and casual all at the same","+","U",6
254,"The classic prosciutto parm pairing offering","+","U",1
254,"The hostesses are usually friendly","+","U",1
254,"This is a serious date place","+","U",7
254,"This place is such an absolute","+","U",1
255,"Chicken and wonton soup was very onion-y","+","U",1
255,"Ginger was not as fresh","+","U",10
255,"Gym right upstairs","+","U",1
255,"Spicy salmon and bulgogi were fine","+","U",1
255,"Sushi are the dynamite roll and the boston roll","+","U",1
255,"The atmosphere is kind of quiet","+","U",6
255,"The service was pretty slow","+","U",5
255,"The service was very good, with an attentive waitress and rapid response to whatever we needed","+","U",1
255,"Their food is tasty","+","U",9
255,"There was plenty on the plate including 10 pieces of sushi, cruch roll and spicy tuna maki","+","U",8
255,"This is a great, reasonably priced sushi/asian place","+","U",7
256,"Broiled seafood platter i ordered was overcooked","+","U",1
256,"Chowder is packed with fresh","+","U",1
256,"Fish was very fresh","+","U",8
256,"Fisherman's platter was 15 tiny fried shrimp, 5 bay scallops and 7 fried oysters","+","U",1
256,"Fried scrod sandwiches were not","+","U",1
256,"My companions got fried clams","+","U",10
256,"Place is located on a smelly fish","+","U",6
256,"Recent visit was awesome - he was friendly, funny","+","U",5
256,"Second star was for the tartar sauce which was amazing and tasted like the only thing that was freshly made","+","U",1
256,"Sides, mixed vegetables and cole slaw were tasteless","+","U",9
256,"This place just gets worse","+","U",7
257,"Boston cream pie and the hazelnut cake, the boston cream pie was delicious","+","U",1
257,"French toast which was perfectly moist","+","U",8
257,"It's upbeat, inviting","+","U",6
257,"Lemon poppyseed muffins are a little crumbly but still good","+","U",1
257,"Staff temporarily forgot my tea","+","U",1
257,"Sticky rolls are to die for","+","U",9
257,"The cake was moist","+","U",1
257,"The sandwiches were very pricey","+","U",10
257,"The soups are always inventive and flavorful","+","U",1
257,"The staff is friendly and helpful","+","U",7
257,"This place is a true gem","+","U",5
258,"Chutney variety is really good","+","U",8
258,"Korma was yummy","+","U",1
258,"Place itself is small, there's a direct","+","U",1
258,"Small space fits groups","+","U",7
258,"Stickler for good friendly service, and i could","+","U",5
258,"The food was fresh, complex, and delicious","+","U",10
258,"The naan is soft, fresh and tasty","+","U",9
258,"The rice was excellent","+","U",1
258,"The saag is delicious as is everything","+","U",1
258,"The service was attentive, and the decor was nice","+","U",1
258,"Their food is full of flavor","+","U",1
258,"This is my first restaurant experience of my boston trip and only my second experience with indian food ever","+","U",6
259,"End, and the service, although it has a little attitude, was speedy and gracious","+","U",1
259,"Food, however, is consistently delicious","+","U",1
259,"Friends penne w/ shrimp &amp; chicken was excellent","+","U",1
259,"Giacomo sauce is really good","+","U",1
259,"Gnocchi was perfect","+","U",8
259,"Pumpkin tortellini was good","+","U",1
259,"Recommend mussels and clams fra diavolo","+","U",10
259,"Reservations service is always great wine is cheap, cheap","+","U",6
259,"The service was quick and attentive","+","U",7
259,"This place is your quintessential south-end overpriced","+","U",5
259,"Wine list is especially reasonable","+","U",9
26,"Berry crumble cupcake was quite good","+","U",1
26,"Cake part was very dry and a bit overbaked","+","U",10
26,"Cupcake is a little dry","+","U",1
26,"Cupcakes is my all-time favorite cupcake","+","U",5
26,"Devil's food w/chocolate icing","+","U",1
26,"Frosting was a basic buttercream","+","U",8
26,"I got was the macchiato and it was delicious","+","U",9
26,"Love this place place","+","U",1
26,"Selection of cupcakes is great, and they are all delicious","+","U",1
26,"The frosting was unpleasant","+","U",1
26,"The service was pleasant","+","U",6
26,"The staff was friendly and endearing","+","U",7
260,"Cheese is rennet-free","+","U",1
260,"Crust is awesome - thin and crispy","+","U",9
260,"It's a nice atmosphere when the lights are dimmed","+","U",5
260,"Mexican bean pizza are both excellent","+","U",1
260,"Monterey jack cheese","+","U",10
260,"Room is crowded","+","U",1
260,"Salad were great","+","U",1
260,"Service is fast","+","U",6
260,"Something green, fresh and well flavored","+","U",1
260,"The rice was perfect","+","U",1
260,"This place is amazing","+","U",7
260,"Waffles came with home fries and were quite thick","+","U",8
261,"Absolutely recommend it, especially as far","+","U",5
261,"Bbq chicken which was pretty good","+","U",10
261,"Curry was creamy","+","U",1
261,"Decor is non existant","+","U",6
261,"It was fried and anything fried is good","+","U",1
261,"Noodles were spicy","+","U",8
261,"Stars star noodle are a little smokier tasting and more gravy","+","U",9
261,"The food is delicious","+","U",1
261,"The service is fast and friendly","+","U",7
262,"Atmosphere is actually pretty fun with a wide open bar and plenty of seating","+","U",1
262,"Dark wood tables surround the place","+","U",5
262,"Food was mediocre","+","U",1
262,"Fries were n't bad","+","U",9
262,"Occasional live music and trivia nights are pretty sweet","+","U",7
262,"Salads are huge","+","U",10
262,"Scoop of coffee ice cream","+","U",1
262,"Staff was incredibly attentive","+","U",6
262,"The food that i've tasted here has never been bad, drinks are made well, selection of alcohol","+","U",8
262,"The service was below average","+","U",1
263,"Meal was still amazing","+","U",1
263,"Overall very bad experience and would not return","+","U",1
263,"Salads were amazing, they were huuuugeeee and flavorful and very filling","+","U",8
263,"Salmon i ordered was really delicious","+","U",10
263,"Sides are also slathered in massive amounts of butter and cream, and they're so insanely delicious","+","U",1
263,"Staff at ruth's chris was definitely not the latter, carrying on pleasant","+","U",5
263,"Steak made to perfection","+","U",1
263,"The filet is melt-in-your-mouth good","+","U",9
263,"The meat was fine","+","U",1
263,"This is definitely a special occasion type place","+","U",6
263,"Waitress was very nice","+","U",7
263,"Waitstaff is extremely attentive","+","U",1
264,"A fuss at the counter, and one of the cashiers reluctantly came over","+","U",7
264,"Anna's has those tasty","+","U",1
264,"Carnitas were the most","+","U",10
264,"Cilantro and onion medley is great","+","U",8
264,"Food offerings are pretty standard","+","U",1
264,"Rice and bean burrito and it was really delicious","+","U",1
264,"Salsa lacked flavor","+","U",9
264,"Service is speedy and friendly","+","U",6
264,"Tables are kind of cheap","+","U",5
264,"The salsas and sauces are even different that most places","+","U",1
264,"This is my favorite fast-food burrito","+","U",1
265,"Couple next to us ordered the mussels, which looked and smelled incredible","+","U",1
265,"Crowd was a little older","+","U",6
265,"Delicious potato roll was packed with succulent lobster and a decadent butter sauce","+","U",10
265,"Grilled baby octopus appetizer was also really really good","+","U",9
265,"Oyster selection is expansive","+","U",1
265,"Plateful of delectable seafood arrives ...my mouth waters ... littleneck clams = creamy","+","U",1
265,"Scallops were rather big, not ginormous","+","U",1
265,"Shrimp cocktail was delicious but absurdly expensive","+","U",8
265,"The service was prompt and attentive even","+","U",5
265,"This place was pretty good","+","U",7
266,"&amp; egg noodles, sliced pork, shrimp, vegetable, bean sprouts in a spicy shrimp broth","+","U",9
266,"Abc was awesome","+","U",1
266,"Both tasted good, but nothing amazing","+","U",1
266,"Coconut rice and ikan bilis ( delicious crunchy fried anchovies ) are great","+","U",8
266,"Curry fish head clay pot","+","U",1
266,"Dominant flavors were curry, coconut milk and seafood ... so good","+","U",1
266,"Manager is also very friendly so do","+","U",1
266,"Service can sometimes be shady","+","U",5
266,"Solid malaysian food in a festive bamboo space","+","U",6
266,"Soup was very good","+","U",10
266,"The ambiance is energetic and bustling","+","U",7
266,"Veggie spring roll which was really yummy","+","U",1
267,"Bbq buns were cold on the inside, and my ever-favorite sweet sesame rolls were swimming in oil","+","U",9
267,"Ha gau, lau mai gai, and jin deui was decent","+","U",10
267,"Service is fast and friendly","+","U",6
267,"Shrimp with cashew nuts were jumbo shrimp","+","U",1
267,"The bars are tapped","+","U",5
267,"The food is surprisingly good","+","U",8
267,"The hour and forty-five minutes we spent there, we got checked on probably every","+","U",1
267,"The staff are friendly","+","U",7
267,"Their food is pretty decent","+","U",1
267,"Tomato chicken dish was blandy mcbland","+","U",1
267,"Veggies were gray","+","U",1
268,"Atmosphere is cool and relaxed","+","U",5
268,"Coffee was quite tasty","+","U",9
268,"French toast was also good","+","U",1
268,"Highly recommend their grilled tuscan bread with white bean dip","+","U",8
268,"Lighting, design austerity and seductive wood paneling carve out a cave of hip repose","+","U",6
268,"The beer was good, the food was fine","+","U",1
268,"The cake tasted like it had been recently frozen","+","U",1
268,"The food was decent","+","U",10
268,"The interior was dimly lit with clean and modern styling - a very romantic date","+","U",1
268,"This place was incredibly welcoming","+","U",7
269,"Cool setup where the tables and couches are all on","+","U",1
269,"Crowd is pretty friendly overall","+","U",7
269,"Drinks are always awesome","+","U",10
269,"Minimal space is conducive to dancing","+","U",1
269,"More open space than other typical bars that are more narrow and cramped, although this place can get","+","U",1
269,"Salad looked good","+","U",9
269,"The atmosphere is nice, the music is unique and tasteful","+","U",5
269,"The food is delicious and well priced","+","U",8
269,"The food was pretty decent","+","U",1
269,"The music was an interesting touch","+","U",1
269,"The space is somewhat small and kind of an odd cube-like space","+","U",6
27,"Exactly the service, the kitchen staff is really bad so the wait staff is really bad","+","U",6
27,"Experience was very different","+","U",7
27,"Food is decent","+","U",1
27,"Food is okay","+","U",8
27,"I ordered the bbq burger which was standard","+","U",1
27,"Nachos were pretty sloppy","+","U",1
27,"The atmosphere is great, the burgers are tasty","+","U",5
27,"The food was bland and mediocre at best and did not taste fresh","+","U",1
27,"The ingredients seemed very fresh and tasty","+","U",10
27,"The lighting is dim","+","U",1
27,"The service is slow and absent minded and the food is over-salted, under-flavored boring","+","U",1
27,"Vik got the buffalo chicken mac n cheese","+","U",9
270,"Another unimaginative club that feels derivative and tepid","+","U",5
270,"Appetizer combo was pretty good","+","U",9
270,"Dipping sauces for the calamari and the naan were both yummy","+","U",1
270,"Food ( passed","+","U",8
270,"Naan was good","+","U",10
270,"Our water was very attentive and nice","+","U",1
270,"Paneer was fresh","+","U",1
270,"The pakoras were good but the samosa was lackluster","+","U",1
270,"This place is definitely not worth the time","+","U",7
270,"This place is undoubtedly the worst place in all","+","U",1
270,"Waitress was awesome","+","U",6
271,"Cocktails were fun and tasty","+","U",8
271,"Dishes are always creative with unique and unexpected","+","U",1
271,"I ordered the breakfast pizza and she got the scrambled eggs","+","U",1
271,"Interior of the restaurant was quite hip with a large bar area up front","+","U",1
271,"Lamb shank was delicious","+","U",9
271,"Overall cheese on the platter was lacking but it was good","+","U",10
271,"Steak which was dreamy","+","U",1
271,"The service was friendly and prompt","+","U",5
271,"Waitress was incompetent","+","U",7
271,"Waitress was really nice and properly attentive","+","U",1
271,"Walnut cake with coffee ice cream","+","U",1
271,"Wood decor and funky lighting, it exudes a warm and cozy atmosphere","+","U",6
272,"Burgers are good solid","+","U",1
272,"Chicken was undercooked","+","U",9
272,"Food burns my mouth","+","U",8
272,"Food was yummy","+","U",1
272,"Hummus plate was delicious","+","U",1
272,"Service was okay","+","U",1
272,"Shrimp skewer with pineapple salsa and it was horrible","+","U",1
272,"The decor is science themed","+","U",1
272,"The food's pretty good","+","U",10
272,"The music is random but fun","+","U",5
272,"The staff was not very friendly -- they almost seemed annoyed","+","U",7
272,"Waitress service is a little slow","+","U",6
273,"Crispy-fried tofu was silky, delicate, and yummy","+","U",1
273,"Dishes were really good and filling and big, and the food came out super","+","U",1
273,"Eggplant and basil was wonderful","+","U",1
273,"Food here is pretty good","+","U",10
273,"Js ordered it by mouth","+","U",9
273,"Our waitress was nice","+","U",1
273,"Radish cake, fried taro with pork filling, again the list goes on","+","U",8
273,"Service was spotty","+","U",5
273,"Taiwanese-style dumplings are also really good","+","U",1
273,"This place is glorious","+","U",6
273,"Waitress was very sweet and she","+","U",7
274,"At mass ave were extremely friendly, patient, and helpful","+","U",5
274,"Cookies n' cream cupcake as it tastes pretty generic","+","U",8
274,"Cupcakes here are just not that good - they're overcooked, dry","+","U",1
274,"Decor is modern ...very clean","+","U",6
274,"Filling in my boston creme","+","U",1
274,"Red velvet cupcake is by far my favorite","+","U",10
274,"Sweet, but nothing else, frosting does nothing for the actual cake part which is too dry for my taste","+","U",1
274,"The chocolate and cappuccino cakes were dry","+","U",9
274,"This place is evil","+","U",7
275,"Elephant walk for a gourmet, uniquely flavored","+","U",5
275,"Mango drink tasted like oj and seltzer water","+","U",8
275,"Meat was cooked well &amp; was flavorful","+","U",1
275,"Ones with chicken are lacking","+","U",9
275,"Our server was very professional and very apologetic for the slow start to our service - it","+","U",7
275,"Poulet la citronnelle and it was amazing","+","U",1
275,"Sauce was very","+","U",1
275,"Soup was n't very warm","+","U",1
275,"The waitress whom was very attentive and sweet also offered","+","U",6
275,"Wad prepared and presented perfectly and so was my sister's dish","+","U",1
275,"Walk's unique flavor certainly","+","U",10
276,"Building is clean","+","U",6
276,"Coconut curry was so bad","+","U",8
276,"Flavor of the overall dish was one-dimensional","+","U",1
276,"Food is amazing","+","U",1
276,"Minimalist decor is very nice","+","U",1
276,"Noodle dishes were not very flavorful or filling and totally lacked that distinctively delicious taste i've always equated with","+","U",1
276,"Soup tasted like water","+","U",9
276,"Spicy thai broth","+","U",10
276,"The service was super friendly","+","U",5
276,"The service was very efficient marking","+","U",1
276,"Vegetables were clearly fresh","+","U",1
276,"Waitress took forever to ask us for our order and once we finally got our hot food she took forever to bring us utensils","+","U",7
277,"Cheese flatbread was also okay","+","U",1
277,"English muffin tasty","+","U",10
277,"Food was very","+","U",6
277,"French fries are addictive","+","U",9
277,"Salads are always good","+","U",8
277,"Server was friendly and fairly attentive","+","U",7
277,"The decor is various shapes of burnt","+","U",5
277,"The food is good but not amazing","+","U",1
277,"The wait staff attentive","+","U",1
277,"Tunes were classic rock "" album","+","U",1
277,"Want to give this place more stars ...but the food here is good, not great ....but it is reliable","+","U",1
278,"Bf had the croque madame which was also very tasty","+","U",1
278,"Croque madame was excellent","+","U",8
278,"Decor is warm","+","U",6
278,"Other menu items that received praise were the fried green tomato blt","+","U",10
278,"Patty are super friendly, attentive","+","U",1
278,"Place has got to be the smallest restaurant ever","+","U",7
278,"Pork torta is also delicious","+","U",1
278,"Staff was also really patient","+","U",5
278,"Textures and flavors were perfect","+","U",9
278,"The coffee was very good","+","U",1
279,"Beers were great, food was good, dessert was awesome","+","U",10
279,"Food has definitely improved","+","U",1
279,"Food service is unexcusably awful","+","U",6
279,"French fries which were garlicky and rosemary-y","+","U",9
279,"Friendly staff and usually the service is prompt","+","U",7
279,"It gets chilly","+","U",5
279,"Pumpkin bread pudding made me","+","U",8
279,"Sirloin burger was cooked correctly but again was lacking in flavor","+","U",1
279,"Swiss burger was pretty tasty","+","U",1
279,"The chairs were wooden","+","U",1
279,"Waiter was friendly","+","U",1
28,"Ambiance is upbeat","+","U",1
28,"Assorted three fish dish chosen by the chef.","+","U",1
28,"Be trendy with its sleek interior, waterfall centerpiece","+","U",5
28,"Bread was perfectly toasted","+","U",8
28,"Calamari was pretty basic","+","U",10
28,"Chops got the lobster roll which he inhaled","+","U",1
28,"Chowder was really yummy","+","U",1
28,"Crab cake was light and flaky","+","U",1
28,"Lobster bake was pretty good","+","U",1
28,"Server seemed almost a bit too","+","U",7
28,"Sit outside where the wait was considerably shorter, but we were a little disappointed to wait 30 minutes longer than the hostess quoted","+","U",6
28,"The fish and chips which were - not good","+","U",9
280,"Bartending service sort","+","U",6
280,"Food was cheap-tasty-hot-quick","+","U",8
280,"Place is pretty cool just to go chill","+","U",1
280,"Seriously loungy booths, low bar chairs, high bar stools, and pool room seating is sure to accommodate","+","U",1
280,"The drinks are good","+","U",10
280,"The music was a mix of 90s alternative and booty music -- very","+","U",7
280,"Waffle fries are pure unadulterated goodness","+","U",9
280,"You can be social","+","U",5
281,"Both locations is always yummy","+","U",1
281,"Broth was completely","+","U",8
281,"Crispy spring rolls and shrimp toast are pretty good appetizers","+","U",10
281,"Curry beef dish which she also said was excellent","+","U",9
281,"I thought it was excellent","+","U",1
281,"Mmmmmm so delicious","+","U",1
281,"Service was lightning fast","+","U",6
281,"Soup tasted a little like freezer","+","U",1
281,"The service varies depending on how busy they are but everyone is always nice and helpful","+","U",1
281,"The staff are adorably friendly, a total delight","+","U",7
281,"The waitress was super nice and attentive","+","U",5
282,"Beer selection is pretty good","+","U",10
282,"Burger was ordered medium","+","U",1
282,"Food was decent","+","U",1
282,"Food's usually good","+","U",8
282,"Fries were great","+","U",9
282,"It can get very loud","+","U",6
282,"The food is solid - the sweet potatoes are great","+","U",1
282,"This place is pretty mediocre","+","U",7
282,"Waitress informed us","+","U",5
29,"Avocado press sandwich is absolutely delicious with generous amount of avocado, olive tapenade","+","U",1
29,"Chai tea was delicious","+","U",9
29,"Lentil soup was the best i ever had","+","U",1
29,"Meat pie plate is a good deal and is very tasty","+","U",10
29,"Place was just perfect -- warm, cozy, relaxed","+","U",6
29,"Sami tea is quite tasty","+","U",1
29,"The decor and brightly painted walls","+","U",5
29,"The food has been consistently awesome","+","U",8
29,"The porch is great for","+","U",1
29,"Vibe is nice and relaxed, and the waitress was super friendly and attentive","+","U",7
29,"Waitress was very nice and attentive","+","U",1
3,"Chicken croquettes were only fair","+","U",8
3,"Environment was really fun with the lively spanish music and decor","+","U",1
3,"Food and drinks were very good","+","U",1
3,"Food was just as remarkable","+","U",9
3,"Goat cheese and tomato dish was incredibly delicious, as were the patatas bravas","+","U",10
3,"Highly recommend the scallops in saffron cream","+","U",1
3,"Making a smooth delicious flavor","+","U",1
3,"Service was okay","+","U",6
3,"Tapas were okay","+","U",1
3,"The atmosphere is great, downstairs is real dark and romantic feeling, and upstairs the copper walls really make the place","+","U",5
3,"This place is absolutely ridiculous","+","U",7
3,"Wait staff was pretty","+","U",1
30,"Dumplings were steamed","+","U",1
30,"Egg noodle texture was excellent","+","U",9
30,"Excitement was warranted, as the food was delicious","+","U",1
30,"Lomen and raw juice was the fix","+","U",1
30,"Pan fried noodles with chicken","+","U",1
30,"Peach iced tea which was great","+","U",10
30,"Sticky rice was fresh and sticky","+","U",8
30,"The food is dependably fresh","+","U",1
30,"The impersonal waitstaff who oscillate between the high","+","U",6
30,"The service is fast and efficient","+","U",5
30,"The service was attentive, the wait for a table was not long, and despite the communal dining we were n't seated too","+","U",7
30,"The wait staff is too attentive","+","U",1
31,"Cheese and wine experience is the most memorable","+","U",10
31,"French do afternoon wine","+","U",1
31,"Other couples arrived and were seated at private","+","U",1
31,"Our server seemed put out and even annoyed","+","U",6
31,"Place was fantastic","+","U",1
31,"Small check-in area with direct elevator to the restaurant is unusual","+","U",5
31,"The food was of good quality and extremely tasty","+","U",1
31,"The food was pretty off.","+","U",9
31,"The ratatouille has good flavor","+","U",1
31,"The sandwich is good","+","U",8
31,"The service is impeccable without being stodgy","+","U",7
31,"The service we received left us","+","U",1
32,"Atmosphere was pretty lively","+","U",1
32,"Bartenders were very attentive and welcomed our large group with friendly smiles","+","U",1
32,"Delhi was too bitter for my taste","+","U",8
32,"Food was extremely tasty","+","U",10
32,"Food was fantastic","+","U",1
32,"Glass of white wine was perfectly icy cold and crisp and delicious","+","U",1
32,"Not a bartender, she was little","+","U",7
32,"Scallops were good","+","U",1
32,"Scallops which were yummy","+","U",9
32,"Service lacked nothing","+","U",6
32,"Staff is pretty well renowned","+","U",5
32,"The food is pretty darn tasty","+","U",1
33,"Big open space with large windows make it a great","+","U",5
33,"Food is blah .....typical italian-american fare - veal parmesan, ziti with meat sauce","+","U",1
33,"Fries were good and hot and fresh","+","U",9
33,"It was pretty tasty","+","U",1
33,"Pizza is pretty damn","+","U",10
33,"Place for a quick","+","U",6
33,"Sauce was well","+","U",8
33,"Second cousin's neighbor's apprentice","+","U",7
33,"The food is decent","+","U",1
33,"Their pastas are large and delicious","+","U",1
34,"Delicious olive oil was awesome","+","U",1
34,"Duck shwarma is perfect","+","U",1
34,"Homemade string cheese with the armenian bean and walnut pate is sharp","+","U",1
34,"Ons were sultan's delight","+","U",9
34,"Outdoor seating is fantastic","+","U",1
34,"Stimulating and the decor is comfortable, relaxed, and charming","+","U",6
34,"Taste was good","+","U",10
34,"The food was good and very fresh","+","U",1
34,"The service was attentive to my dietary needs and informative without being pushy","+","U",1
34,"This place is fantastic","+","U",7
34,"Waiter was very confident and answered all questions with informative answers","+","U",5
34,"Wine list is interesting","+","U",8
35,"Staff is not the friendly","+","U",10
35,"The bathroom looked like a college dorm bathroom","+","U",9
35,"This place is great","+","U",1
35,"This place is huge","+","U",1
35,"This place is ok","+","U",8
36,"Chocolate, choux pastry and ice cream were heavenly","+","U",10
36,"Fresh bread was very good","+","U",1
36,"I ordered the lobster macaroni and the traditional eggs benedict with smoked salmon","+","U",9
36,"Lamb was great","+","U",1
36,"Potato gratin was amazing","+","U",1
36,"Server was very polite and attentive","+","U",7
36,"She was very friendly and accommodating","+","U",6
36,"Special veal kidney with shallot cream sauce was interesting but","+","U",1
36,"Steak frites was perfect","+","U",8
36,"Table service was awful","+","U",1
36,"The place is pretty open and feels casual","+","U",1
36,"This is a mediocre restaurant at best","+","U",5
37,"Burgers are amazing","+","U",10
37,"Cheese texture was absolutely","+","U",9
37,"Food is pretty damn","+","U",1
37,"Fries are hit","+","U",8
37,"Mac and cheese was pretty darn good","+","U",1
37,"Tartar sauce was incredible","+","U",1
37,"The atmosphere is awesome too - very relaxed, rustic, warm","+","U",5
37,"The food is excellent","+","U",1
37,"The service was mediocre","+","U",6
37,"The service was pleasant","+","U",1
37,"This place is awesome","+","U",7
38,"A feta spinach omelet and she loved it","+","U",1
38,"Day service is never friendly, nor helpful","+","U",1
38,"It tasted pretty good","+","U",8
38,"Long and it is in a narrow small building so you are really close to other hungry","+","U",6
38,"Pancake was fantastic","+","U",10
38,"Place is perfect","+","U",7
38,"Potatoes which were crispy","+","U",1
38,"The guac was good, chips were fine","+","U",9
38,"The service was quick","+","U",5
38,"The toast was tasty","+","U",1
38,"Three of us split a blueberry pancake, whole wheat waffles w/ fruit","+","U",1
39,"Beef on weck is a revelation","+","U",8
39,"Creamy slaw was just that - creamy and delicious","+","U",1
39,"Good and the atmosphere was fun","+","U",1
39,"Grilled veggie sandwich has a huge flavor","+","U",1
39,"Meatloaf sandwiches were good","+","U",1
39,"Sandwiches are pricey","+","U",10
39,"Service was fast","+","U",1
39,"The hush puppies were good","+","U",1
39,"The soup was really flavorful but a bit too spicy","+","U",9
39,"The staff is friendly and attentive when you're","+","U",7
39,"This is a great lunch","+","U",6
39,"We still got seats and our waitress was phenomenal","+","U",5
4,"A cozy space with plenty of seating -- is open until","+","U",1
4,"Breakfast foods made better","+","U",1
4,"Chicken nachos were decent, but not fabulous","+","U",1
4,"Chicken was n't bad","+","U",9
4,"Eggs were a good consistency","+","U",1
4,"Excellent tea selection and the wait staff is always friendly","+","U",7
4,"Onion soup = too greasy and oily the havarti and tomato toasted cheese sandwich = perfect","+","U",8
4,"Service has stayed","+","U",1
4,"Sweet potato fries are heavenly","+","U",10
4,"Table service is a little slow at times","+","U",6
4,"The food was good, but not excellent","+","U",1
4,"This is a great place to go for a fabulous weekend","+","U",5
40,"Delicious dirtyz are made of","+","U",1
40,"Dishes were delicious and plentiful to split","+","U",9
40,"Drinks are good","+","U",1
40,"Frites are spectacular","+","U",1
40,"Highly recommend the spinach raviolis","+","U",10
40,"Pasta was tough","+","U",1
40,"Place is romantic, intimate, delicious","+","U",7
40,"The atmosphere is very romantic -- even with a female","+","U",6
40,"The bartenders are friendly, chill, and extremely attentive","+","U",5
40,"The cod my friend had however, was absolutely amazing","+","U",8
40,"The waiter was very friendly","+","U",1
41,"Basement is pretty","+","U",1
41,"Breakfast menu contained your basic pancake and egg","+","U",9
41,"Mimosas are not good ....cheap champagne","+","U",1
41,"Nachos were awesome","+","U",1
41,"Omelettes are great","+","U",8
41,"Otato skins are pretty good","+","U",10
41,"Our waitress was super slow and kind","+","U",1
41,"Service can be a bit slow","+","U",6
41,"The crowd is generally loud, drunk","+","U",1
41,"The most notable dish were the pumpkin pie pancakes","+","U",1
41,"Wait-staff was friendly and quick","+","U",7
41,"Womens bathroom downstairs is about the tiniest bathroom ever ) but if you can look past that is a fun place to not","+","U",5
42,"Cheese selection was excellent","+","U",1
42,"Dish was delightful","+","U",9
42,"Flavors were brilliant","+","U",1
42,"It was shockingly dry","+","U",8
42,"Prune stuffed gnocchi at the request of my friend and it was outstanding","+","U",10
42,"Prune stuffed gnocchi with seared foie gras is truly an amazing dish","+","U",1
42,"Scallops pretty much melted in my mouth","+","U",1
42,"Service (unpretentious, highly knowledgeable, friendly","+","U",1
42,"Staff took great","+","U",5
42,"The atmosphere is very cozy and very intimate","+","U",7
42,"This place is divine","+","U",1
42,"Waitstaff was very attentive and polite","+","U",6
43,"Arrive by 9am or wait","+","U",7
43,"Ball soup which was good","+","U",9
43,"Chocolate french toast with raspberry sauce was exceptional as were the cream blintzes","+","U",10
43,"Cobb salad is also amazing","+","U",1
43,"It was perfectly delicious","+","U",1
43,"Matzo ball soup was delightful","+","U",1
43,"Other yummy dishes are the goat cheese, tomato and spinach omlette, hashbrowns","+","U",8
43,"Place also just has a great fun atmosphere - the upside to the long wait is that you're in there with all these people having a great, loud, chatty time","+","U",1
43,"Service is usually quite good","+","U",5
43,"Service was solid","+","U",1
43,"Staff was great","+","U",6
43,"Verdict on the challah french toast was "" i've had better "", but i liked it and everything else was delicious too","+","U",1
44,"The staff was very friendly, helpful and cheerful","+","U",10
44,"This is the best free place","+","U",1
44,"This place is fantastic","+","U",8
44,"This place is truly terrific","+","U",9
45,"Bread was good","+","U",9
45,"Burgers were excellent","+","U",10
45,"Corned beef with excellent and the fried marrow was perfect","+","U",1
45,"Grilled octopus was definitely the stand-out","+","U",1
45,"Itself was hip and lively","+","U",1
45,"Our bartender was quite the charmer, and our other various servers were all","+","U",5
45,"Oysters were good but a little bit citrus-y for my tastes","+","U",8
45,"Room was wide open and empty","+","U",7
45,"Terrines which tasted great","+","U",1
45,"The confit was as tender","+","U",1
45,"The staff was friendly, helpful and efficient","+","U",6
45,"The waitstaff was friendly, knowledgeable","+","U",1
46,"Calamari was good","+","U",8
46,"Food was pretty good","+","U",1
46,"Mimosa was made with freshly squeezed orange juice","+","U",1
46,"Outdoor seating layout is horrible","+","U",6
46,"Pasta's were n't put together nicely and the nacho appetizer was a little bare on the toppings","+","U",10
46,"Service was wonderful","+","U",1
46,"Sourdough bread was delicious","+","U",9
46,"The waitress should have at least apologized or","+","U",7
46,"Waiter was very friendly and made great jokes","+","U",5
47,"Bartenders are solid","+","U",6
47,"Bigger fries were good","+","U",1
47,"Boston-guy uniform "" of jeans, striped button down shirts and black shiny shoes","+","U",5
47,"Burgers are lackluster but the fish and chips are decent","+","U",1
47,"Drink service can be a little slow, food quality can be a little","+","U",1
47,"Food was pretty mediocre","+","U",8
47,"Omelletes are huge","+","U",1
47,"Service was really slow","+","U",7
47,"The bouncers and wait staff are friendly","+","U",1
47,"The food was expensive and truly horrible","+","U",9
47,"The selection of beer and food was decent","+","U",10
48,"Buffet food is not traditionally good food","+","U",1
48,"Everything is all overcooked","+","U",1
48,"Fish fillets are gross","+","U",8
48,"Food selection is pretty good","+","U",10
48,"It is not worth the ridiculous dinner prices","+","U",6
48,"Sauces are pre-made","+","U",9
